,target,RAPL_ENERGY_DRAM_0,RAPL_ENERGY_DRAM_1,RAPL_ENERGY_PKG_0,RAPL_ENERGY_PKG_1,begin,end,entryNumber,RAPL_ENERGY_PKG_all,RAPL_ENERGY_DRAM_all,Machine,time,powers_av_all,type,methode,bench,class,Nbprocess,y_ax,RAPL_ENERGY_PKG_BOTH
15924,optimized_test_UL_A_1_20,1134.0243759155273,550.0062637329102,9942.868560791016,8423.689849853516,2019-08-05 13:57:17.018,2019-08-05 13:59:44.122,20,20050.58905029297,40101.17810058594,Dahu21,147.104,135.47695304252005,optimized,test,UL,A,1,optimized,18366.55841064453
138,normal_test_LU_B_32_1,151.05542755126953,70.37338256835938,1263.2065124511719,1087.34716796875,2019-08-05 09:31:28.286,2019-08-05 09:31:38.296,1,2571.982490539551,5143.964981079102,Dahu2,10.01,233.81659004905006,normal,test,LU,B,32,normal,2350.553680419922
175,normal_test_LU_B_32_2,83.8934555053711,138.3638458251953,1073.208251953125,1260.1528015136719,2019-08-05 09:31:41.300,2019-08-05 09:31:51.308,2,2555.6183547973633,5111.236709594727,Dahu2,10.008,232.32894134521484,normal,test,LU,B,32,normal,2333.361053466797
212,normal_test_LU_B_32_3,83.34464263916016,136.35462188720703,1100.3325500488281,1243.9641723632812,2019-08-05 09:31:54.312,2019-08-05 09:32:04.320,3,2563.9959869384766,5127.991973876953,Dahu2,10.008,233.09054426713422,normal,test,LU,B,32,normal,2344.2967224121094
251,normal_test_LU_B_32_4,151.45263671875,70.80473327636719,1252.4400634765625,1129.0067138671875,2019-08-05 09:32:08.325,2019-08-05 09:32:18.337,4,2603.704147338867,5207.408294677734,Dahu2,10.012,236.7003770308061,normal,test,LU,B,32,normal,2381.44677734375
288,normal_test_LU_B_32_5,147.88526153564453,76.7357177734375,1254.5470886230469,1162.1347961425781,2019-08-05 09:32:21.343,2019-08-05 09:32:31.351,5,2641.302864074707,5282.605728149414,Dahu2,10.008,240.11844218860972,normal,test,LU,B,32,normal,2416.681884765625
325,normal_test_LU_B_32_6,84.48860168457031,135.70797729492188,1158.7068481445312,1263.3561401367188,2019-08-05 09:32:34.356,2019-08-05 09:32:44.365,6,2642.259567260742,5284.519134521484,Dahu2,10.009,240.20541520552203,normal,test,LU,B,32,normal,2422.06298828125
362,normal_test_LU_B_32_7,91.89563751220703,148.84486389160156,1233.0968933105469,1362.4183959960938,2019-08-05 09:32:47.370,2019-08-05 09:32:58.379,7,2836.255790710449,5672.511581420898,Dahu2,11.009,236.35464922587076,normal,test,LU,B,32,normal,2595.5152893066406
402,normal_test_LU_B_32_8,84.65403747558594,137.41400909423828,1157.2142028808594,1262.3889770507812,2019-08-05 09:33:01.384,2019-08-05 09:33:11.394,8,2641.671226501465,5283.34245300293,Dahu2,10.01,240.15192968195134,normal,test,LU,B,32,normal,2419.6031799316406
439,normal_test_LU_B_32_9,84.4556884765625,137.57178497314453,1122.7831726074219,1247.6249389648438,2019-08-05 09:33:14.399,2019-08-05 09:33:24.412,9,2592.4355850219727,5184.871170043945,Dahu2,10.013,235.67596227472478,normal,test,LU,B,32,normal,2370.4081115722656
476,normal_test_LU_B_32_10,146.62238311767578,75.83869934082031,1244.3397827148438,1147.4781494140625,2019-08-05 09:33:27.417,2019-08-05 09:33:37.426,10,2614.2790145874023,5228.558029174805,Dahu2,10.009,237.66172859885475,normal,test,LU,B,32,normal,2391.8179321289062
513,normal_test_LU_B_32_11,164.01775360107422,76.60713195800781,1366.0088500976562,1210.3521728515625,2019-08-05 09:33:40.432,2019-08-05 09:33:51.441,11,2816.985908508301,5633.971817016602,Dahu2,11.009,234.74882570902506,normal,test,LU,B,32,normal,2576.3610229492188
553,normal_test_LU_B_32_12,150.18933868408203,70.52264404296875,1260.8699340820312,1130.881591796875,2019-08-05 09:33:54.446,2019-08-05 09:34:04.454,12,2612.463508605957,5224.927017211914,Dahu2,10.008,237.49668260054156,normal,test,LU,B,32,normal,2391.7515258789062
590,normal_test_LU_B_32_13,146.93576049804688,78.8360595703125,1245.3584594726562,1168.3686218261719,2019-08-05 09:34:07.459,2019-08-05 09:34:17.466,13,2639.4989013671875,5278.997802734375,Dahu2,10.007,239.95444557883522,normal,test,LU,B,32,normal,2413.727081298828
627,normal_test_LU_B_32_14,148.74087524414062,79.19550323486328,1255.0555419921875,1174.9904479980469,2019-08-05 09:34:20.471,2019-08-05 09:34:30.478,14,2657.9823684692383,5315.964736938477,Dahu2,10.007,241.63476076993075,normal,test,LU,B,32,normal,2430.0459899902344
665,normal_test_LU_B_32_15,92.23225402832031,135.7305908203125,1187.3281860351562,1258.5343322753906,2019-08-05 09:34:33.483,2019-08-05 09:34:43.491,15,2673.8253631591797,5347.650726318359,Dahu2,10.008,243.07503301447088,normal,test,LU,B,32,normal,2445.862518310547
701,normal_test_LU_B_32_16,152.9361572265625,70.28424835205078,1262.5198974609375,1130.3431396484375,2019-08-05 09:34:46.496,2019-08-05 09:34:56.503,16,2616.0834426879883,5232.166885375977,Dahu2,10.007,237.82576751708984,normal,test,LU,B,32,normal,2392.863037109375
738,normal_test_LU_B_32_17,86.08496856689453,137.11061096191406,1137.0392150878906,1252.9793090820312,2019-08-05 09:34:59.508,2019-08-05 09:35:09.521,17,2613.2141036987305,5226.428207397461,Dahu2,10.013,237.5649185180664,normal,test,LU,B,32,normal,2390.018524169922
777,normal_test_LU_B_32_18,86.5482177734375,139.67975616455078,1190.1754150390625,1252.9700927734375,2019-08-05 09:35:13.526,2019-08-05 09:35:23.534,18,2669.3734817504883,5338.746963500977,Dahu2,10.008,242.67031652277166,normal,test,LU,B,32,normal,2443.1455078125
814,normal_test_LU_B_32_19,148.6503677368164,76.75540161132812,1260.17431640625,1192.3698120117188,2019-08-05 09:35:26.542,2019-08-05 09:35:36.550,19,2677.9498977661133,5355.899795532227,Dahu2,10.008,243.4499907060103,normal,test,LU,B,32,normal,2452.5441284179688
851,normal_test_LU_B_32_20,151.09957885742188,70.25615692138672,1261.8426818847656,1118.6451416015625,2019-08-05 09:35:39.555,2019-08-05 09:35:49.561,20,2601.8435592651367,5203.687118530273,Dahu2,10.006,236.53123266046697,normal,test,LU,B,32,normal,2380.487823486328
888,normal_test_UL_A_1_1,886.6045150756836,370.94031524658203,6710.987091064453,5307.698303222656,2019-08-05 09:35:52.566,2019-08-05 09:37:32.638,1,13276.230224609375,26552.46044921875,Dahu2,100.072,131.44782400603341,normal,test,UL,A,1,normal,12018.68539428711
1196,normal_test_UL_A_1_2,471.64202880859375,632.7714462280273,4726.558563232422,5511.489959716797,2019-08-05 09:37:35.642,2019-08-05 09:39:03.707,2,11342.46199798584,22684.92399597168,Dahu2,88.065,127.44339323579595,normal,test,UL,A,1,normal,10238.048522949219
1467,normal_test_UL_A_1_3,779.0118942260742,325.8561325073242,5727.0579833984375,4391.709503173828,2019-08-05 09:39:06.713,2019-08-05 09:40:34.777,3,11223.635513305664,22447.271026611328,Dahu2,88.064,126.10826419444567,normal,test,UL,A,1,normal,10118.767486572266
1740,normal_test_UL_A_1_4,466.0126037597656,639.6782989501953,4762.313568115234,5543.534851074219,2019-08-05 09:40:38.782,2019-08-05 09:42:07.846,4,11411.539321899414,22823.078643798828,Dahu2,89.064,126.79488135443793,normal,test,UL,A,1,normal,10305.848419189453
2014,normal_test_UL_A_1_5,768.1493072509766,322.1871795654297,5629.886535644531,4344.1007080078125,2019-08-05 09:42:10.851,2019-08-05 09:43:37.915,5,11064.32373046875,22128.6474609375,Dahu2,87.064,125.73095148259944,normal,test,UL,A,1,normal,9973.987243652344
2282,normal_test_UL_A_1_6,809.7031021118164,341.1024475097656,5887.640838623047,4650.99365234375,2019-08-05 09:43:40.920,2019-08-05 09:45:12.990,6,11689.440040588379,23378.880081176758,Dahu2,92.07,125.69290366224064,normal,test,UL,A,1,normal,10538.634490966797
2564,normal_test_UL_A_1_7,817.0212326049805,344.45960998535156,5995.6630859375,4682.420745849609,2019-08-05 09:45:15.996,2019-08-05 09:46:49.059,7,11839.564674377441,23679.129348754883,Dahu2,93.063,125.9528156848664,normal,test,UL,A,1,normal,10678.08383178711
2851,normal_test_UL_A_1_8,779.2090530395508,330.13954162597656,5654.309326171875,4432.799133300781,2019-08-05 09:46:52.064,2019-08-05 09:48:21.132,8,11196.457054138184,22392.914108276367,Dahu2,89.068,124.40507837931315,normal,test,UL,A,1,normal,10087.108459472656
3124,normal_test_UL_A_1_9,445.34741973876953,632.594482421875,4579.9825439453125,5459.189544677734,2019-08-05 09:48:24.137,2019-08-05 09:49:52.202,9,11117.113990783691,22234.227981567383,Dahu2,88.065,124.91139315487294,normal,test,UL,A,1,normal,10039.172088623047
3396,normal_test_UL_A_1_10,754.6810150146484,322.47412872314453,5515.800231933594,4341.730499267578,2019-08-05 09:49:55.207,2019-08-05 09:51:22.275,10,10934.685874938965,21869.37174987793,Dahu2,87.068,124.25779403339733,normal,test,UL,A,1,normal,9857.530731201172
3663,normal_test_UL_A_1_11,450.7127456665039,639.5879592895508,4747.790985107422,5486.447967529297,2019-08-05 09:51:25.279,2019-08-05 09:52:54.340,11,11324.539657592773,22649.079315185547,Dahu2,89.061,125.82821841769749,normal,test,UL,A,1,normal,10234.238952636719
3938,normal_test_UL_A_1_12,464.7557144165039,661.9734344482422,4973.491180419922,5717.768829345703,2019-08-05 09:52:57.346,2019-08-05 09:54:29.413,12,11817.989158630371,23635.978317260742,Dahu2,92.067,127.07515224333733,normal,test,UL,A,1,normal,10691.260009765625
4221,normal_test_UL_A_1_13,451.80059814453125,641.1207656860352,4777.29296875,5547.1719970703125,2019-08-05 09:54:32.417,2019-08-05 09:56:01.481,13,11417.386329650879,22834.772659301758,Dahu2,89.064,126.85984810723198,normal,test,UL,A,1,normal,10324.464965820312
4497,normal_test_UL_A_1_14,794.5541763305664,337.20955657958984,5854.768646240234,4597.491271972656,2019-08-05 09:56:05.495,2019-08-05 09:57:36.562,14,11584.023651123047,23168.047302246094,Dahu2,91.067,125.9133005556853,normal,test,UL,A,1,normal,10452.25991821289
4779,normal_test_UL_A_1_15,771.0799942016602,325.95601654052734,5688.142486572266,4388.705047607422,2019-08-05 09:57:40.567,2019-08-05 09:59:08.630,15,11173.883544921875,22347.76708984375,Dahu2,88.063,125.54925331372893,normal,test,UL,A,1,normal,10076.847534179688
5052,normal_test_UL_A_1_16,762.97412109375,322.2618713378906,5647.702606201172,4341.346862792969,2019-08-05 09:59:12.636,2019-08-05 10:00:39.700,16,11074.285461425781,22148.570922851562,Dahu2,87.064,125.84415297074752,normal,test,UL,A,1,normal,9989.04946899414
5320,normal_test_UL_A_1_17,765.5078735351562,322.78845977783203,5619.592529296875,4349.6832275390625,2019-08-05 10:00:42.704,2019-08-05 10:02:09.771,17,11057.572090148926,22115.14418029785,Dahu2,87.067,125.65422829714689,normal,test,UL,A,1,normal,9969.275756835938
5588,normal_test_UL_A_1_18,818.4139175415039,344.73099517822266,6049.91357421875,4699.9345703125,2019-08-05 10:02:12.776,2019-08-05 10:03:45.841,18,11912.993057250977,23825.986114501953,Dahu2,93.065,126.73396869415933,normal,test,UL,A,1,normal,10749.84814453125
5874,normal_test_UL_A_1_19,845.3782653808594,361.89514923095703,6252.683898925781,4958.342010498047,2019-08-05 10:03:48.845,2019-08-05 10:05:24.916,19,12418.299324035645,24836.59864807129,Dahu2,96.071,128.02370437150148,normal,test,UL,A,1,normal,11211.025909423828
6169,normal_test_UL_A_1_20,453.93131256103516,626.3478393554688,4660.603363037109,5387.835906982422,2019-08-05 10:05:27.920,2019-08-05 10:06:54.980,20,11128.718421936035,22257.43684387207,Dahu2,87.06,126.46270934018222,normal,test,UL,A,1,normal,10048.439270019531
6490,optimized_test_LU_B_32_1,173.95516204833984,45.430419921875,1511.5755004882812,563.5002746582031,2019-08-05 10:12:35.222,2019-08-05 10:12:47.229,1,2294.461357116699,4588.922714233398,Dahu2,12.007,176.49702747051532,optimized,test,LU,B,32,optimized,2075.0757751464844
6533,optimized_test_LU_B_32_2,188.6282730102539,48.516998291015625,1619.4620361328125,607.7213134765625,2019-08-05 10:12:50.234,2019-08-05 10:13:03.242,2,2464.3286209106445,4928.657241821289,Dahu2,13.008,176.0234729221889,optimized,test,LU,B,32,optimized,2227.183349609375
6578,optimized_test_LU_B_32_3,188.06658172607422,48.599456787109375,1623.8696594238281,599.2860717773438,2019-08-05 10:13:06.246,2019-08-05 10:13:19.259,3,2459.8217697143555,4919.643539428711,Dahu2,13.013,175.7015549795968,optimized,test,LU,B,32,optimized,2223.155731201172
6624,optimized_test_LU_B_32_4,175.43218231201172,44.77268981933594,1511.169189453125,548.0032653808594,2019-08-05 10:13:22.263,2019-08-05 10:13:34.270,4,2279.377326965332,4558.754653930664,Dahu2,12.007,175.3367174588717,optimized,test,LU,B,32,optimized,2059.1724548339844
6668,optimized_test_LU_B_32_5,188.3820571899414,48.634735107421875,1620.9502258300781,590.6705017089844,2019-08-05 10:13:37.275,2019-08-05 10:13:50.288,5,2448.637519836426,4897.275039672852,Dahu2,13.013,174.90267998831612,optimized,test,LU,B,32,optimized,2211.6207275390625
6713,optimized_test_LU_B_32_6,174.97021484375,44.802581787109375,1510.1898803710938,542.9626770019531,2019-08-05 10:13:53.292,2019-08-05 10:14:05.300,6,2272.9253540039062,4545.8507080078125,Dahu2,12.008,174.84041184645432,optimized,test,LU,B,32,optimized,2053.152557373047
6759,optimized_test_LU_B_32_7,175.09734344482422,44.85930633544922,1508.1071472167969,543.9134216308594,2019-08-05 10:14:09.305,2019-08-05 10:14:21.314,7,2271.9772186279297,4543.954437255859,Dahu2,12.009,174.7674783559946,optimized,test,LU,B,32,optimized,2052.0205688476562
6803,optimized_test_LU_B_32_8,175.69490814208984,44.79314422607422,1511.1023559570312,539.7760314941406,2019-08-05 10:14:25.319,2019-08-05 10:14:37.326,8,2271.366439819336,4542.732879638672,Dahu2,12.007,174.72049537071814,optimized,test,LU,B,32,optimized,2050.878387451172
6846,optimized_test_LU_B_32_9,188.60867309570312,48.733604431152344,1623.9416809082031,588.5514831542969,2019-08-05 10:14:40.330,2019-08-05 10:14:53.342,9,2449.8354415893555,4899.670883178711,Dahu2,13.012,174.9882458278111,optimized,test,LU,B,32,optimized,2212.4931640625
6892,optimized_test_LU_B_32_10,175.39188385009766,44.91485595703125,1510.4216613769531,541.9547119140625,2019-08-05 10:14:56.347,2019-08-05 10:15:08.359,10,2272.6831130981445,4545.366226196289,Dahu2,12.012,174.8217779306265,optimized,test,LU,B,32,optimized,2052.3763732910156
6937,optimized_test_LU_B_32_11,176.24813079833984,44.869667053222656,1510.4703674316406,538.6074523925781,2019-08-05 10:15:12.364,2019-08-05 10:15:24.371,11,2270.1956176757812,4540.3912353515625,Dahu2,12.007,174.63043212890625,optimized,test,LU,B,32,optimized,2049.0778198242188
6981,optimized_test_LU_B_32_12,188.74966430664062,48.639015197753906,1622.8688354492188,587.9732055664062,2019-08-05 10:15:27.375,2019-08-05 10:15:40.389,12,2448.2307205200195,4896.461441040039,Dahu2,13.014,174.8736228942871,optimized,test,LU,B,32,optimized,2210.842041015625
7027,optimized_test_LU_B_32_13,175.8122787475586,44.826988220214844,1511.1066589355469,539.8609619140625,2019-08-05 10:15:43.394,2019-08-05 10:15:55.401,13,2271.606887817383,4543.213775634766,Dahu2,12.007,174.7389913705679,optimized,test,LU,B,32,optimized,2050.9676208496094
7072,optimized_test_LU_B_32_14,176.08404541015625,44.859825134277344,1510.028076171875,538.8172302246094,2019-08-05 10:15:59.406,2019-08-05 10:16:11.414,14,2269.789176940918,4539.578353881836,Dahu2,12.008,174.59916745699368,optimized,test,LU,B,32,optimized,2048.8453063964844
7114,optimized_test_LU_B_32_15,189.14093017578125,48.75152587890625,1622.1670532226562,589.2207946777344,2019-08-05 10:16:14.418,2019-08-05 10:16:27.426,15,2449.280303955078,4898.560607910156,Dahu2,13.008,174.94859313964844,optimized,test,LU,B,32,optimized,2211.3878479003906
7160,optimized_test_LU_B_32_16,175.48199462890625,44.90131378173828,1509.9302368164062,541.1845703125,2019-08-05 10:16:30.430,2019-08-05 10:16:42.438,16,2271.498115539551,4542.996231079102,Dahu2,12.008,174.73062427227313,optimized,test,LU,B,32,optimized,2051.1148071289062
7205,optimized_test_LU_B_32_17,176.0249481201172,44.834922790527344,1509.5228271484375,537.9712524414062,2019-08-05 10:16:46.443,2019-08-05 10:16:58.451,17,2268.3539505004883,4536.707901000977,Dahu2,12.008,174.48876542311447,optimized,test,LU,B,32,optimized,2047.4940795898438
7248,optimized_test_LU_B_32_18,188.89244842529297,48.679359436035156,1622.6802673339844,589.9837646484375,2019-08-05 10:17:01.455,2019-08-05 10:17:14.467,18,2450.23583984375,4900.4716796875,Dahu2,13.012,175.016845703125,optimized,test,LU,B,32,optimized,2212.664031982422
7294,optimized_test_LU_B_32_19,189.48426055908203,48.664306640625,1628.7962951660156,584.6594848632812,2019-08-05 10:17:17.472,2019-08-05 10:17:30.480,19,2451.604347229004,4903.208694458008,Dahu2,13.008,175.11459623064314,optimized,test,LU,B,32,optimized,2213.455780029297
7340,optimized_test_LU_B_32_20,176.23303985595703,44.82488250732422,1510.8162841796875,541.2955932617188,2019-08-05 10:17:33.484,2019-08-05 10:17:45.492,20,2273.1697998046875,4546.339599609375,Dahu2,12.008,174.85921536959134,optimized,test,LU,B,32,optimized,2052.1118774414062
7385,optimized_test_UL_A_1_1,1308.8835830688477,546.3614349365234,10501.83837890625,8137.374755859375,2019-08-05 10:17:49.496,2019-08-05 10:20:16.584,1,20494.458152770996,40988.91630554199,Dahu2,147.088,138.47606859980402,optimized,test,UL,A,1,optimized,18639.213134765625
7834,optimized_test_UL_A_1_2,1306.558479309082,546.2695465087891,10300.799438476562,8241.853393554688,2019-08-05 10:20:19.588,2019-08-05 10:22:46.664,2,20395.48085784912,40790.96171569824,Dahu2,147.076,137.80730309357514,optimized,test,UL,A,1,optimized,18542.65283203125
8282,optimized_test_UL_A_1_3,1304.0605773925781,546.1360626220703,10225.170013427734,8432.439727783203,2019-08-05 10:22:49.668,2019-08-05 10:25:16.758,3,20507.806381225586,41015.61276245117,Dahu2,147.09,138.5662593326053,optimized,test,UL,A,1,optimized,18657.609741210938
8732,optimized_test_UL_A_1_4,1302.045166015625,546.5251388549805,10283.107849121094,8493.218322753906,2019-08-05 10:25:20.763,2019-08-05 10:27:47.856,4,20624.896476745605,41249.79295349121,Dahu2,147.093,139.3574086266595,optimized,test,UL,A,1,optimized,18776.326171875
9180,optimized_test_UL_A_1_5,1302.8554077148438,547.3176422119141,10283.207397460938,8520.722686767578,2019-08-05 10:27:50.860,2019-08-05 10:30:17.951,5,20654.103134155273,41308.20626831055,Dahu2,147.091,139.55475090645456,optimized,test,UL,A,1,optimized,18803.930084228516
9627,optimized_test_UL_A_1_6,1301.1108779907227,547.1211166381836,10283.109954833984,8446.105163574219,2019-08-05 10:30:20.955,2019-08-05 10:32:48.046,6,20577.44711303711,41154.89422607422,Dahu2,147.091,139.0368048178183,optimized,test,UL,A,1,optimized,18729.215118408203
10078,optimized_test_UL_A_1_7,1301.4805068969727,546.2972869873047,10229.356903076172,8410.513763427734,2019-08-05 10:32:52.050,2019-08-05 10:35:19.141,7,20487.648460388184,40975.29692077637,Dahu2,147.091,138.430057164785,optimized,test,UL,A,1,optimized,18639.870666503906
10526,optimized_test_UL_A_1_8,1302.8898315429688,546.4721755981445,10286.961822509766,8508.41049194336,2019-08-05 10:35:22.145,2019-08-05 10:37:49.239,8,20644.73432159424,41289.46864318848,Dahu2,147.094,139.49144811888,optimized,test,UL,A,1,optimized,18795.372314453125
10974,optimized_test_UL_A_1_9,1301.570785522461,546.1263580322266,10294.430358886719,8517.75814819336,2019-08-05 10:37:52.243,2019-08-05 10:40:19.320,9,20659.885650634766,41319.77130126953,Dahu2,147.077,139.5938219637484,optimized,test,UL,A,1,optimized,18812.188507080078
11424,optimized_test_UL_A_1_10,1302.9725341796875,545.7042694091797,10295.793853759766,8537.48794555664,2019-08-05 10:40:23.324,2019-08-05 10:42:50.414,10,20681.958602905273,41363.91720581055,Dahu2,147.09,139.74296353314375,optimized,test,UL,A,1,optimized,18833.281799316406
11871,optimized_test_UL_A_1_11,1304.6547012329102,546.128044128418,10264.800842285156,8534.899139404297,2019-08-05 10:42:53.419,2019-08-05 10:45:20.508,11,20650.48272705078,41300.96545410156,Dahu2,147.089,139.53028869628906,optimized,test,UL,A,1,optimized,18799.699981689453
12319,optimized_test_UL_A_1_12,1311.0092163085938,550.3605880737305,10326.225982666016,8564.568603515625,2019-08-05 10:45:23.512,2019-08-05 10:47:51.590,12,20752.164390563965,41504.32878112793,Dahu2,148.078,139.2762710776105,optimized,test,UL,A,1,optimized,18890.79458618164
12771,optimized_test_UL_A_1_13,1304.5550689697266,546.2496871948242,10300.59780883789,8223.469268798828,2019-08-05 10:47:54.594,2019-08-05 10:50:21.687,13,20374.87183380127,40749.74366760254,Dahu2,147.093,137.66805293108965,optimized,test,UL,A,1,optimized,18524.06707763672
13218,optimized_test_UL_A_1_14,1305.6647186279297,546.3644409179688,10298.42056274414,8465.905242919922,2019-08-05 10:50:24.691,2019-08-05 10:52:51.781,14,20616.35496520996,41232.70993041992,Dahu2,147.09,139.29969571087813,optimized,test,UL,A,1,optimized,18764.325805664062
13666,optimized_test_UL_A_1_15,1302.6916580200195,547.0859527587891,10293.197082519531,8524.972442626953,2019-08-05 10:52:54.785,2019-08-05 10:55:21.864,15,20667.947135925293,41335.894271850586,Dahu2,147.079,139.64829145895467,optimized,test,UL,A,1,optimized,18818.169525146484
14117,optimized_test_UL_A_1_16,1302.9550399780273,546.8386840820312,10265.590423583984,8489.81723022461,2019-08-05 10:55:25.868,2019-08-05 10:57:52.960,16,20605.201377868652,41210.402755737305,Dahu2,147.092,139.22433363424764,optimized,test,UL,A,1,optimized,18755.407653808594
14565,optimized_test_UL_A_1_17,1293.4272537231445,546.5419616699219,9937.680877685547,8161.017364501953,2019-08-05 10:57:55.964,2019-08-05 11:00:23.042,17,19938.667457580566,39877.33491516113,Dahu2,147.078,134.72072606473355,optimized,test,UL,A,1,optimized,18098.6982421875
15012,optimized_test_UL_A_1_18,1292.674705505371,547.2626419067383,10072.344024658203,8387.104217529297,2019-08-05 11:00:26.046,2019-08-05 11:02:53.124,18,20299.38558959961,40598.77117919922,Dahu2,147.078,137.1580107405379,optimized,test,UL,A,1,optimized,18459.4482421875
15462,optimized_test_UL_A_1_19,1288.5483474731445,547.0428085327148,10044.330627441406,8270.786010742188,2019-08-05 11:02:57.128,2019-08-05 11:05:24.220,19,20150.707794189453,40301.415588378906,Dahu2,147.092,136.15343104182062,optimized,test,UL,A,1,optimized,18315.116638183594
