,RAPL_ENERGY_DRAM_0,"RAPL_ENERGY_DRAM_0
1556,,437.2360153198242,,395.1346740722656,11099.58568572998,,5348.608428955078,,4918.6065673828125,22199.17137145996,2019-07-17 13:41:07.354,2019-07-17 13:41:54.383,7,50pbistest,cstates_HT_CG_C_32_7,47.029,462.48273690541583,cstates,HT,CG,C,32,cstates HT
1706,,366.4546585083008,,334.5082702636719,8981.039558410645,,4315.611755371094,,3964.464874267578,17962.07911682129,2019-07-17 13:41:58.388,2019-07-17 13:42:36.412,8,50pbistest,cstates_HT_CG_C_32_8,38.024,460.5661312005459,cstates,HT,CG,C,32,cstates HT
1829,,395.64708709716797,,379.2820587158203,10189.765357971191,,4890.817413330078,,4524.018798828125,20379.530715942383,2019-07-17 13:42:40.417,2019-07-17 13:43:23.442,9,50pbistest,cstates_HT_CG_C_32_9,43.025,463.17115263505417,cstates,HT,CG,C,32,cstates HT
1967,,422.23020935058594,,400.2339553833008,10897.076805114746,,5240.847137451172,,4833.7655029296875,21794.153610229492,2019-07-17 13:43:27.447,2019-07-17 13:44:13.474,10,50pbistest,cstates_HT_CG_C_32_10,46.027,463.70539596232965,cstates,HT,CG,C,32,cstates HT
2114,,435.80384826660156,,403.1962356567383,11151.941215515137,,5378.7911376953125,,4934.149993896484,22303.882431030273,2019-07-17 13:44:17.478,2019-07-17 13:45:04.509,11,50pbistest,cstates_HT_CG_C_32_11,47.031,464.6642173131307,cstates,HT,CG,C,32,cstates HT
2264,,386.7507858276367,,368.5710983276367,9956.406051635742,,4790.135589599609,,4410.948577880859,19912.812103271484,2019-07-17 13:45:08.514,2019-07-17 13:45:50.539,12,50pbistest,cstates_HT_CG_C_32_12,42.025,463.0886535644531,cstates,HT,CG,C,32,cstates HT
2400,,461.1270294189453,,438.8448257446289,12122.445274353027,,5840.744232177734,,5381.729187011719,24244.890548706055,2019-07-17 13:45:54.544,2019-07-17 13:46:45.574,13,50pbistest,cstates_HT_CG_C_32_13,51.03,466.24789516742413,cstates,HT,CG,C,32,cstates HT
2561,,424.8410110473633,,400.60455322265625,10955.358375549316,,5271.805938720703,,4858.106872558594,21910.716751098633,2019-07-17 13:46:49.578,2019-07-17 13:47:35.607,14,50pbistest,cstates_HT_CG_C_32_14,46.029,466.18546278933263,cstates,HT,CG,C,32,cstates HT
2708,,427.520751953125,,409.36666107177734,11189.209922790527,,5396.074401855469,,4956.248107910156,22378.419845581055,2019-07-17 13:47:39.612,2019-07-17 13:48:26.640,15,50pbistest,cstates_HT_CG_C_32_15,47.028,466.217080116272,cstates,HT,CG,C,32,cstates HT
2858,,436.43228912353516,,415.48413848876953,11425.912307739258,,5497.3778076171875,,5076.618072509766,22851.824615478516,2019-07-17 13:48:30.645,2019-07-17 13:49:18.674,16,50pbistest,cstates_HT_CG_C_32_16,48.029,466.36376766282683,cstates,HT,CG,C,32,cstates HT
3009,,442.06322479248047,,421.45545196533203,11607.100341796875,,5602.174072265625,,5141.4075927734375,23214.20068359375,2019-07-17 13:49:21.679,2019-07-17 13:50:10.709,17,50pbistest,cstates_HT_CG_C_32_17,49.03,464.284013671875,cstates,HT,CG,C,32,cstates HT
3165,,499.1004180908203,,469.5409927368164,13330.381614685059,,6451.194396972656,,5910.545806884766,26660.763229370117,2019-07-17 13:50:14.714,2019-07-17 13:51:10.747,18,50pbistest,cstates_HT_CG_C_32_18,56.033,467.73268823456345,cstates,HT,CG,C,32,cstates HT
3342,,381.4022750854492,,362.1486511230469,9741.000816345215,,4684.064239501953,,4313.385650634766,19482.00163269043,2019-07-17 13:51:14.751,2019-07-17 13:51:55.777,19,50pbistest,cstates_HT_CG_C_32_19,41.026,463.8571817307245,cstates,HT,CG,C,32,cstates HT
3474,,441.5444030761719,,421.4995574951172,11634.765884399414,,5594.595947265625,,5177.1259765625,23269.531768798828,2019-07-17 13:51:59.781,2019-07-17 13:52:48.810,20,50pbistest,cstates_HT_CG_C_32_20,49.029,465.39063537597656,cstates,HT,CG,C,32,cstates HT
218,206.94339752197266,,41.28704833984375,,2185.282051086426,1383.5726928710938,,553.4789123535156,,4370.564102172852,2019-07-12 10:38:19.492,2019-07-12 10:38:30.500,1,50pbistest,cstates_oneCPU_CG_C_32_1,11.008,364.213675181071,cstates,oneCPU,CG,C,32,cstates oneCPU
257,209.8057403564453,,41.744300842285156,,2192.9399948120117,1384.5823364257812,,556.8076171875,,4385.879989624023,2019-07-12 10:38:33.504,2019-07-12 10:38:44.511,2,50pbistest,cstates_oneCPU_CG_C_32_2,11.007,365.48999913533527,cstates,oneCPU,CG,C,32,cstates oneCPU
297,223.07283782958984,,45.25389862060547,,2363.711715698242,1495.6629333496094,,599.7220458984375,,4727.423431396484,2019-07-12 10:38:47.516,2019-07-12 10:38:59.527,3,50pbistest,cstates_oneCPU_CG_C_32_3,12.011,363.647956261268,cstates,oneCPU,CG,C,32,cstates oneCPU
341,208.32061004638672,,41.22322082519531,,2182.031898498535,1384.7129516601562,,547.7751159667969,,4364.06379699707,2019-07-12 10:39:02.532,2019-07-12 10:39:13.539,4,50pbistest,cstates_oneCPU_CG_C_32_4,11.007,363.6719830830892,cstates,oneCPU,CG,C,32,cstates oneCPU
381,223.28103637695312,,45.112388610839844,,2349.665946960449,1496.0608825683594,,585.2116394042969,,4699.331893920898,2019-07-12 10:39:16.543,2019-07-12 10:39:28.556,5,50pbistest,cstates_oneCPU_CG_C_32_5,12.013,361.48706876314606,cstates,oneCPU,CG,C,32,cstates oneCPU
423,209.63091278076172,,41.218040466308594,,2171.9461212158203,1385.3809814453125,,535.7161865234375,,4343.892242431641,2019-07-12 10:39:31.560,2019-07-12 10:39:42.568,6,50pbistest,cstates_oneCPU_CG_C_32_6,11.008,361.9910202026367,cstates,oneCPU,CG,C,32,cstates oneCPU
463,223.69021606445312,,45.09062194824219,,2350.443801879883,1497.6273498535156,,584.0356140136719,,4700.887603759766,2019-07-12 10:39:45.572,2019-07-12 10:39:57.583,7,50pbistest,cstates_oneCPU_CG_C_32_7,12.011,361.6067387507512,cstates,oneCPU,CG,C,32,cstates oneCPU
506,208.3566131591797,,41.26930236816406,,2169.8821716308594,1385.6015930175781,,534.6546630859375,,4339.764343261719,2019-07-12 10:40:00.587,2019-07-12 10:40:11.595,8,50pbistest,cstates_oneCPU_CG_C_32_8,11.008,361.64702860514325,cstates,oneCPU,CG,C,32,cstates oneCPU
546,224.517578125,,45.13238525390625,,2348.5677795410156,1496.0941162109375,,582.8236999511719,,4697.135559082031,2019-07-12 10:40:14.600,2019-07-12 10:40:26.608,9,50pbistest,cstates_oneCPU_CG_C_32_9,12.008,361.318119929387,cstates,oneCPU,CG,C,32,cstates oneCPU
590,209.04747772216797,,41.291297912597656,,2170.9520568847656,1385.7413940429688,,534.8718872070312,,4341.904113769531,2019-07-12 10:40:29.612,2019-07-12 10:40:40.619,10,50pbistest,cstates_oneCPU_CG_C_32_10,11.007,361.8253428141276,cstates,oneCPU,CG,C,32,cstates oneCPU
629,224.3781509399414,,45.16522216796875,,2347.663887023926,1496.1925964355469,,581.9279174804688,,4695.327774047852,2019-07-12 10:40:43.624,2019-07-12 10:40:55.631,11,50pbistest,cstates_oneCPU_CG_C_32_11,12.007,361.17905954214245,cstates,oneCPU,CG,C,32,cstates oneCPU
672,208.0205841064453,,41.25321960449219,,2170.041229248047,1385.7697448730469,,534.9976806640625,,4340.082458496094,2019-07-12 10:40:58.636,2019-07-12 10:41:09.643,12,50pbistest,cstates_oneCPU_CG_C_32_12,11.007,361.6735382080078,cstates,oneCPU,CG,C,32,cstates oneCPU
714,208.9187240600586,,41.296226501464844,,2164.404342651367,1383.2431335449219,,530.9462585449219,,4328.808685302734,2019-07-12 10:41:13.648,2019-07-12 10:41:24.655,13,50pbistest,cstates_oneCPU_CG_C_32_13,11.007,360.7340571085612,cstates,oneCPU,CG,C,32,cstates oneCPU
754,224.58861541748047,,45.198036193847656,,2351.4977111816406,1500.2315673828125,,581.4794921875,,4702.995422363281,2019-07-12 10:41:27.660,2019-07-12 10:41:39.672,14,50pbistest,cstates_oneCPU_CG_C_32_14,12.012,361.76887864332934,cstates,oneCPU,CG,C,32,cstates oneCPU
797,208.9980697631836,,41.314117431640625,,2166.6687545776367,1385.3870544433594,,530.9695129394531,,4333.337509155273,2019-07-12 10:41:42.677,2019-07-12 10:41:53.683,15,50pbistest,cstates_oneCPU_CG_C_32_15,11.006,361.11145909627277,cstates,oneCPU,CG,C,32,cstates oneCPU
837,224.51639556884766,,45.23286437988281,,2349.0537338256836,1499.587158203125,,579.7173156738281,,4698.107467651367,2019-07-12 10:41:56.688,2019-07-12 10:42:08.696,16,50pbistest,cstates_oneCPU_CG_C_32_16,12.008,361.39288212702826,cstates,oneCPU,CG,C,32,cstates oneCPU
880,208.75353240966797,,41.33781433105469,,2167.988929748535,1386.5978698730469,,531.2997131347656,,4335.97785949707,2019-07-12 10:42:11.700,2019-07-12 10:42:22.712,17,50pbistest,cstates_oneCPU_CG_C_32_17,11.012,361.33148829142254,cstates,oneCPU,CG,C,32,cstates oneCPU
922,210.8472671508789,,41.32624053955078,,2162.7931060791016,1383.5532531738281,,527.0663452148438,,4325.586212158203,2019-07-12 10:42:26.717,2019-07-12 10:42:37.724,18,50pbistest,cstates_oneCPU_CG_C_32_18,11.007,360.4655176798503,cstates,oneCPU,CG,C,32,cstates oneCPU
963,208.68912506103516,,41.32350158691406,,2169.408317565918,1386.5758056640625,,532.8198852539062,,4338.816635131836,2019-07-12 10:42:40.728,2019-07-12 10:42:51.740,19,50pbistest,cstates_oneCPU_CG_C_32_19,11.012,361.568052927653,cstates,oneCPU,CG,C,32,cstates oneCPU
1004,209.47015380859375,,41.27476501464844,,2163.4327850341797,1383.35546875,,529.3323974609375,,4326.865570068359,2019-07-12 10:42:55.745,2019-07-12 10:43:06.753,20,50pbistest,cstates_oneCPU_CG_C_32_20,11.008,360.57213083902997,cstates,oneCPU,CG,C,32,cstates oneCPU
1078,115.2021713256836,,105.04682159423828,,1959.2851867675781,871.6433715820312,,867.392822265625,,3918.5703735351562,2019-07-12 10:48:36.875,2019-07-12 10:48:43.881,1,50pbistest,cstates_noHT_CG_C_32_1,7.006,489.82129669189453,cstates,noHT,CG,C,32,cstates noHT
1105,117.3663330078125,,104.58615112304688,,1964.0728149414062,872.6860046386719,,869.434326171875,,3928.1456298828125,2019-07-12 10:48:46.885,2019-07-12 10:48:53.891,2,50pbistest,cstates_noHT_CG_C_32_2,7.006,491.01820373535156,cstates,noHT,CG,C,32,cstates noHT
1133,102.27775573730469,,91.84971618652344,,1721.0912170410156,764.3016967773438,,762.6620483398438,,3442.1824340820312,2019-07-12 10:48:56.895,2019-07-12 10:49:02.900,3,50pbistest,cstates_noHT_CG_C_32_3,6.005,491.7403477260045,cstates,noHT,CG,C,32,cstates noHT
1159,116.25503540039062,,103.51824951171875,,1955.9722900390625,870.1184692382812,,866.0805358886719,,3911.944580078125,2019-07-12 10:49:05.904,2019-07-12 10:49:12.910,4,50pbistest,cstates_noHT_CG_C_32_4,7.006,488.9930725097656,cstates,noHT,CG,C,32,cstates noHT
1187,100.56735229492188,,90.59520721435547,,1717.8341903686523,763.2731628417969,,763.3984680175781,,3435.6683807373047,2019-07-12 10:49:15.914,2019-07-12 10:49:21.919,5,50pbistest,cstates_noHT_CG_C_32_5,6.005,490.8097686767578,cstates,noHT,CG,C,32,cstates noHT
1214,116.79552459716797,,105.42115783691406,,1996.7695693969727,888.1341247558594,,886.4187622070312,,3993.5391387939453,2019-07-12 10:49:25.923,2019-07-12 10:49:32.929,6,50pbistest,cstates_noHT_CG_C_32_6,7.006,499.19239234924316,cstates,noHT,CG,C,32,cstates noHT
1242,118.72407531738281,,99.61173248291016,,1991.1886520385742,888.5611877441406,,884.2916564941406,,3982.3773040771484,2019-07-12 10:49:35.933,2019-07-12 10:49:42.938,7,50pbistest,cstates_noHT_CG_C_32_7,7.005,497.79716300964355,cstates,noHT,CG,C,32,cstates noHT
1270,112.77113342285156,,100.84613800048828,,1990.6679916381836,888.4697570800781,,888.5809631347656,,3981.335983276367,2019-07-12 10:49:45.943,2019-07-12 10:49:52.949,8,50pbistest,cstates_noHT_CG_C_32_8,7.006,497.6669979095459,cstates,noHT,CG,C,32,cstates noHT
1297,117.28587341308594,,102.81295776367188,,1974.2376251220703,878.737548828125,,875.4012451171875,,3948.4752502441406,2019-07-12 10:49:55.953,2019-07-12 10:50:02.959,9,50pbistest,cstates_noHT_CG_C_32_9,7.006,493.5594062805176,cstates,noHT,CG,C,32,cstates noHT
1325,101.98744201660156,,91.3018798828125,,1720.4639434814453,763.8090209960938,,763.3656005859375,,3440.9278869628906,2019-07-12 10:50:05.963,2019-07-12 10:50:11.967,10,50pbistest,cstates_noHT_CG_C_32_10,6.004,491.5611267089844,cstates,noHT,CG,C,32,cstates noHT
1352,95.96967315673828,,94.35356140136719,,1716.3566818237305,762.7760009765625,,763.2574462890625,,3432.713363647461,2019-07-12 10:50:15.972,2019-07-12 10:50:21.977,11,50pbistest,cstates_noHT_CG_C_32_11,6.005,490.38762337820873,cstates,noHT,CG,C,32,cstates noHT
1379,111.54137420654297,,126.7719955444336,,2260.410842895508,1010.2639770507812,,1011.83349609375,,4520.821685791016,2019-07-12 10:50:25.981,2019-07-12 10:50:33.989,12,50pbistest,cstates_noHT_CG_C_32_12,8.008,502.31352064344617,cstates,noHT,CG,C,32,cstates noHT
1411,133.69730377197266,,99.18622589111328,,2225.5963592529297,1002.0282287597656,,990.6846008300781,,4451.192718505859,2019-07-12 10:50:36.993,2019-07-12 10:50:44.999,13,50pbistest,cstates_noHT_CG_C_32_13,8.006,494.5769687228733,cstates,noHT,CG,C,32,cstates noHT
1444,102.81852722167969,,92.48209381103516,,1722.703727722168,763.6799926757812,,763.7231140136719,,3445.407455444336,2019-07-12 10:50:49.004,2019-07-12 10:50:55.009,14,50pbistest,cstates_noHT_CG_C_32_14,6.005,492.20106506347656,cstates,noHT,CG,C,32,cstates noHT
1468,135.72303009033203,,103.17550659179688,,2236.113136291504,1002.8026428222656,,994.4119567871094,,4472.226272583008,2019-07-12 10:50:58.014,2019-07-12 10:51:06.021,15,50pbistest,cstates_noHT_CG_C_32_15,8.007,496.91403028700086,cstates,noHT,CG,C,32,cstates noHT
1500,119.87776947021484,,160.06275177001953,,2770.3318481445312,1237.77294921875,,1252.6183776855469,,5540.6636962890625,2019-07-12 10:51:09.025,2019-07-12 10:51:19.035,16,50pbistest,cstates_noHT_CG_C_32_16,10.01,503.69669966264206,cstates,noHT,CG,C,32,cstates noHT
1536,101.07524108886719,,90.8144760131836,,1719.4325332641602,763.36083984375,,764.1819763183594,,3438.8650665283203,2019-07-12 10:51:22.039,2019-07-12 10:51:28.045,17,50pbistest,cstates_noHT_CG_C_32_17,6.006,491.26643807547435,cstates,noHT,CG,C,32,cstates noHT
1563,102.215087890625,,112.28194427490234,,1989.349723815918,886.9580078125,,887.8946838378906,,3978.699447631836,2019-07-12 10:51:32.050,2019-07-12 10:51:39.056,18,50pbistest,cstates_noHT_CG_C_32_18,7.006,497.3374309539795,cstates,noHT,CG,C,32,cstates noHT
1593,114.47808074951172,,122.12872314453125,,2260.001853942871,1011.7098999023438,,1011.6851501464844,,4520.003707885742,2019-07-12 10:51:43.061,2019-07-12 10:51:51.068,19,50pbistest,cstates_noHT_CG_C_32_19,8.007,502.2226342095269,cstates,noHT,CG,C,32,cstates noHT
1625,136.63228607177734,,106.32291412353516,,2251.222869873047,1006.9085998535156,,1001.3590698242188,,4502.445739746094,2019-07-12 10:51:54.073,2019-07-12 10:52:02.080,20,50pbistest,cstates_noHT_CG_C_32_20,8.007,500.27174886067706,cstates,noHT,CG,C,32,cstates noHT
1688,424.27518463134766,,360.10054779052734,,9485.07992553711,4437.294738769531,,4263.409454345703,,18970.15985107422,2019-07-12 10:57:32.163,2019-07-12 10:58:13.188,1,50pbistest,cstates_HT_CG_C_32_1,41.025,451.6704726446243,cstates,HT,CG,C,32,cstates HT
1819,440.10260009765625,,368.1193313598633,,9912.82886505127,4657.275726318359,,4447.331207275391,,19825.65773010254,2019-07-12 10:58:16.192,2019-07-12 10:58:58.215,2,50pbistest,cstates_HT_CG_C_32_2,42.023,461.06180767680326,cstates,HT,CG,C,32,cstates HT
1951,418.94285583496094,,351.5448532104492,,9597.490913391113,4548.523498535156,,4278.479705810547,,19194.981826782227,2019-07-12 10:59:01.219,2019-07-12 10:59:41.244,3,50pbistest,cstates_HT_CG_C_32_3,40.025,468.1702884581031,cstates,HT,CG,C,32,cstates HT
2079,522.2192153930664,,431.7383499145508,,12249.645431518555,5828.484771728516,,5467.203094482422,,24499.29086303711,2019-07-12 10:59:44.248,2019-07-12 11:00:35.279,4,50pbistest,cstates_HT_CG_C_32_4,51.031,471.1402089045598,cstates,HT,CG,C,32,cstates HT
2240,546.7115631103516,,454.11547088623047,,13092.663734436035,6257.019592285156,,5834.817108154297,,26185.32746887207,2019-07-12 11:00:39.284,2019-07-12 11:01:33.317,5,50pbistest,cstates_HT_CG_C_32_5,54.033,476.0968630704013,cstates,HT,CG,C,32,cstates HT
2409,489.29044342041016,,403.23231506347656,,11398.447776794434,5445.349365234375,,5060.575653076172,,22796.895553588867,2019-07-12 11:01:36.321,2019-07-12 11:02:23.351,6,50pbistest,cstates_HT_CG_C_32_6,47.03,474.9353240331014,cstates,HT,CG,C,32,cstates HT
2557,469.84027099609375,,385.9819793701172,,10939.554977416992,5226.156524658203,,4857.576202392578,,21879.109954833984,2019-07-12 11:02:26.355,2019-07-12 11:03:11.382,7,50pbistest,cstates_HT_CG_C_32_7,45.027,475.6328251050866,cstates,HT,CG,C,32,cstates HT
2701,487.1111068725586,,401.31295013427734,,11494.951400756836,5509.460601806641,,5097.066741943359,,22989.902801513672,2019-07-12 11:03:15.386,2019-07-12 11:04:02.413,8,50pbistest,cstates_HT_CG_C_32_8,47.027,478.95630836486816,cstates,HT,CG,C,32,cstates HT
2849,473.9318084716797,,391.21302795410156,,10980.023010253906,5252.037139892578,,4862.841033935547,,21960.046020507812,2019-07-12 11:04:05.418,2019-07-12 11:04:50.446,9,50pbistest,cstates_HT_CG_C_32_9,45.028,477.3923047936481,cstates,HT,CG,C,32,cstates HT
2991,494.7379684448242,,413.4493637084961,,11757.88117980957,5634.12451171875,,5215.5693359375,,23515.76235961914,2019-07-12 11:04:53.450,2019-07-12 11:05:41.480,10,50pbistest,cstates_HT_CG_C_32_10,48.03,479.9135175432478,cstates,HT,CG,C,32,cstates HT
3142,384.6112060546875,,319.69398498535156,,8522.972152709961,4065.9910888671875,,3752.6758728027344,,17045.944305419922,2019-07-12 11:05:44.484,2019-07-12 11:06:19.505,11,50pbistest,cstates_HT_CG_C_32_11,35.021,473.4984529283312,cstates,HT,CG,C,32,cstates HT
3255,446.11830139160156,,370.8471221923828,,10306.540588378906,4929.2197265625,,4560.355438232422,,20613.081176757812,2019-07-12 11:06:22.509,2019-07-12 11:07:04.537,12,50pbistest,cstates_HT_CG_C_32_12,42.028,479.37398085483284,cstates,HT,CG,C,32,cstates HT
3387,450.72769927978516,,371.8937454223633,,10518.18489074707,5038.68115234375,,4656.882293701172,,21036.36978149414,2019-07-12 11:07:07.542,2019-07-12 11:07:50.567,13,50pbistest,cstates_HT_CG_C_32_13,43.025,478.0993132157759,cstates,HT,CG,C,32,cstates HT
3523,448.4931945800781,,364.7113723754883,,10231.958839416504,4902.7421875,,4516.0120849609375,,20463.917678833008,2019-07-12 11:07:53.571,2019-07-12 11:08:35.598,14,50pbistest,cstates_HT_CG_C_32_14,42.027,475.90506229844203,cstates,HT,CG,C,32,cstates HT
3657,455.3061828613281,,375.50587463378906,,10513.418350219727,5039.758209228516,,4642.848083496094,,21026.836700439453,2019-07-12 11:08:38.602,2019-07-12 11:09:21.630,15,50pbistest,cstates_HT_CG_C_32_15,43.028,477.88265228271484,cstates,HT,CG,C,32,cstates HT
3794,546.7243118286133,,449.4821014404297,,12982.522575378418,6225.571014404297,,5760.745147705078,,25965.045150756836,2019-07-12 11:09:25.635,2019-07-12 11:10:18.668,16,50pbistest,cstates_HT_CG_C_32_16,53.033,480.83416945845994,cstates,HT,CG,C,32,cstates HT
3960,664.3259201049805,,542.6312789916992,,16154.255294799805,7764.7437744140625,,7182.5543212890625,,32308.51058959961,2019-07-12 11:10:21.673,2019-07-12 11:11:27.716,17,50pbistest,cstates_HT_CG_C_32_17,66.043,482.2165759641733,cstates,HT,CG,C,32,cstates HT
4165,451.76959228515625,,369.2971954345703,,10244.305953979492,4907.444610595703,,4515.7945556640625,,20488.611907958984,2019-07-12 11:11:30.720,2019-07-12 11:12:12.744,18,50pbistest,cstates_HT_CG_C_32_18,42.024,476.47934669672054,cstates,HT,CG,C,32,cstates HT
4298,434.36449432373047,,358.0937957763672,,10057.264167785645,4816.494812011719,,4448.311065673828,,20114.52833557129,2019-07-12 11:12:15.748,2019-07-12 11:12:56.772,19,50pbistest,cstates_HT_CG_C_32_19,41.024,478.9173413231259,cstates,HT,CG,C,32,cstates HT
4430,464.71175384521484,,384.3515625,,10769.54598236084,5159.912506103516,,4760.570159912109,,21539.09196472168,2019-07-12 11:13:00.776,2019-07-12 11:13:44.802,20,50pbistest,cstates_HT_CG_C_32_20,44.026,478.6464881049262,cstates,HT,CG,C,32,cstates HT
