,target,RAPL_ENERGY_DRAM_0,RAPL_ENERGY_DRAM_1,RAPL_ENERGY_PKG_0,RAPL_ENERGY_PKG_1,begin,end,entryNumber,RAPL_ENERGY_PKG_all,RAPL_ENERGY_DRAM_all,Machine,time,powers_av_all,type,methode,bench,class,Nbprocess,y_ax
89,normal_test_Stress_C_32_1,131.37635803222656,125.96003723144531,1975.1137084960938,1998.3467712402344,2019-08-05 13:25:16.060,2019-08-05 13:25:34.068,1,4230.796875,8461.59375,optxDahu3xng,18.008,222.6735197368421,normal,test,Stress,C,32,normal test
151,normal_test_Stress_C_32_2,131.83843231201172,126.02422332763672,2096.234130859375,1939.7641906738281,2019-08-05 13:25:38.072,2019-08-05 13:25:56.079,2,4293.860977172852,8587.721954345703,optxDahu3xng,18.007,225.99268300909745,normal,test,Stress,C,32,normal test
214,normal_test_Stress_C_32_3,131.93604278564453,126.46102905273438,2126.1300354003906,1932.9291076660156,2019-08-05 13:26:00.084,2019-08-05 13:26:18.092,3,4317.456214904785,8634.91242980957,optxDahu3xng,18.008,227.23453762656763,normal,test,Stress,C,32,normal test
277,normal_test_Stress_C_32_4,131.99413299560547,127.14818572998047,2116.6289978027344,1936.9229736328125,2019-08-05 13:26:22.097,2019-08-05 13:26:40.105,4,4312.694290161133,8625.388580322266,optxDahu3xng,18.008,226.98391000848068,normal,test,Stress,C,32,normal test
339,normal_test_Stress_C_32_5,138.74258422851562,134.06997680664062,2149.7896118164062,2152.3995666503906,2019-08-05 13:26:43.110,2019-08-05 13:27:02.118,5,4575.001739501953,9150.003479003906,optxDahu3xng,19.008,228.75008697509764,normal,test,Stress,C,32,normal test
403,normal_test_Stress_C_32_6,138.51353454589844,133.54855346679688,2143.3580322265625,2163.5294189453125,2019-08-05 13:27:05.123,2019-08-05 13:27:24.130,6,4578.94953918457,9157.89907836914,optxDahu3xng,19.007,228.9474769592285,normal,test,Stress,C,32,normal test
466,normal_test_Stress_C_32_7,139.56061553955078,133.716552734375,2268.3052673339844,2092.4217529296875,2019-08-05 13:27:27.135,2019-08-05 13:27:46.143,7,4634.004188537598,9268.008377075195,optxDahu3xng,19.008,231.7002094268799,normal,test,Stress,C,32,normal test
530,normal_test_Stress_C_32_8,139.55913543701172,133.6888427734375,2224.990234375,2118.7678833007812,2019-08-05 13:27:49.147,2019-08-05 13:28:08.155,8,4617.0060958862305,9234.012191772461,optxDahu3xng,19.008,230.8503047943115,normal,test,Stress,C,32,normal test
595,normal_test_Stress_C_32_9,139.82733917236328,133.59542083740234,2211.5174865722656,2177.7225646972656,2019-08-05 13:28:11.159,2019-08-05 13:28:30.168,9,4662.662811279297,9325.325622558594,optxDahu3xng,19.009,233.13314056396484,normal,test,Stress,C,32,normal test
658,normal_test_Stress_C_32_10,140.48407745361328,133.01959991455078,2321.5497131347656,2118.0711669921875,2019-08-05 13:28:33.173,2019-08-05 13:28:52.182,10,4713.124557495117,9426.249114990234,optxDahu3xng,19.009,235.65622787475587,normal,test,Stress,C,32,normal test
722,normal_test_Stress_C_32_11,140.34326934814453,133.1919937133789,2350.2435607910156,2065.7357788085938,2019-08-05 13:28:55.186,2019-08-05 13:29:14.195,11,4689.514602661133,9379.029205322266,optxDahu3xng,19.009,234.47573013305663,normal,test,Stress,C,32,normal test
786,normal_test_Stress_C_32_12,140.60082244873047,133.7529754638672,2219.456817626953,2190.965057373047,2019-08-05 13:29:17.199,2019-08-05 13:29:36.208,12,4684.775672912598,9369.551345825195,optxDahu3xng,19.009,234.2387836456299,normal,test,Stress,C,32,normal test
850,normal_test_Stress_C_32_13,133.44383239746094,126.15752410888672,2202.8463134765625,2069.0415954589844,2019-08-05 13:29:39.213,2019-08-05 13:29:57.220,13,4531.4892654418945,9062.978530883789,optxDahu3xng,18.007,238.4994350232576,normal,test,Stress,C,32,normal test
914,normal_test_Stress_C_32_14,133.4119415283203,126.20735168457031,2083.7488403320312,2035.2696533203125,2019-08-05 13:30:01.225,2019-08-05 13:30:19.232,14,4378.637786865234,8757.275573730469,optxDahu3xng,18.007,230.45462036132812,normal,test,Stress,C,32,normal test
976,normal_test_Stress_C_32_15,133.3290557861328,125.71488952636719,2084.1549682617188,2036.4221801757812,2019-08-05 13:30:23.237,2019-08-05 13:30:41.244,15,4379.62109375,8759.2421875,optxDahu3xng,18.007,230.50637335526315,normal,test,Stress,C,32,normal test
1037,normal_test_Stress_C_32_16,139.77019500732422,132.18898010253906,2127.8611450195312,2161.9496154785156,2019-08-05 13:30:44.251,2019-08-05 13:31:03.259,16,4561.76993560791,9123.53987121582,optxDahu3xng,19.008,228.0884967803955,normal,test,Stress,C,32,normal test
1101,normal_test_Stress_C_32_17,140.4832992553711,132.90435791015625,2292.433319091797,2069.0678100585938,2019-08-05 13:31:06.263,2019-08-05 13:31:25.272,17,4634.888786315918,9269.777572631836,optxDahu3xng,19.009,231.7444393157959,normal,test,Stress,C,32,normal test
1166,normal_test_Stress_C_32_18,140.58563995361328,132.95115661621094,2217.7297973632812,2194.418487548828,2019-08-05 13:31:28.276,2019-08-05 13:31:47.285,18,4685.685081481934,9371.370162963867,optxDahu3xng,19.009,234.28425407409668,normal,test,Stress,C,32,normal test
1229,normal_test_Stress_C_32_19,141.1565170288086,133.57817840576172,2327.1430053710938,2092.4065856933594,2019-08-05 13:31:50.290,2019-08-05 13:32:09.299,19,4694.284286499023,9388.568572998047,optxDahu3xng,19.009,234.71421432495117,normal,test,Stress,C,32,normal test
1293,normal_test_Stress_C_32_20,141.11673736572266,133.99408721923828,2344.074981689453,2057.2960815429688,2019-08-05 13:32:12.305,2019-08-05 13:32:31.312,20,4676.481887817383,9352.963775634766,optxDahu3xng,19.007,233.82409439086913,normal,test,Stress,C,32,normal test
1357,normal_test_Stress_B_1_1,141.2777557373047,71.125,1257.7294006347656,959.296875,2019-08-05 13:32:34.317,2019-08-05 13:32:53.331,1,2429.4290313720703,4858.858062744141,optxDahu3xng,19.014,121.47145156860351,normal,test,Stress,B,1,normal test
1421,normal_test_Stress_B_1_2,141.1449432373047,69.18946075439453,1234.0200500488281,940.1107482910156,2019-08-05 13:32:56.337,2019-08-05 13:33:15.351,2,2384.465202331543,4768.930404663086,optxDahu3xng,19.014,119.22326011657715,normal,test,Stress,B,1,normal test
1486,normal_test_Stress_B_1_3,133.8119354248047,65.55760955810547,1147.8507995605469,890.7283325195312,2019-08-05 13:33:18.357,2019-08-05 13:33:36.372,3,2237.9486770629883,4475.897354125977,optxDahu3xng,18.015,117.78677247699939,normal,test,Stress,B,1,normal test
1549,normal_test_Stress_B_1_4,73.66072845458984,125.24459838867188,950.6245727539062,1082.5072326660156,2019-08-05 13:33:40.380,2019-08-05 13:33:58.394,4,2232.0371322631836,4464.074264526367,optxDahu3xng,18.014,117.47563854016755,normal,test,Stress,B,1,normal test
1612,normal_test_Stress_B_1_5,73.70230102539062,125.52346801757812,941.9044189453125,1075.2588806152344,2019-08-05 13:34:02.399,2019-08-05 13:34:20.413,5,2216.3890686035156,4432.778137207031,optxDahu3xng,18.014,116.6520562422903,normal,test,Stress,B,1,normal test
1673,normal_test_Stress_B_1_6,77.5875473022461,131.33885955810547,985.4768371582031,1128.5928039550781,2019-08-05 13:34:23.418,2019-08-05 13:34:42.433,6,2322.996047973633,4645.992095947266,optxDahu3xng,19.015,116.14980239868164,normal,test,Stress,B,1,normal test
1736,normal_test_Stress_B_1_7,85.37210845947266,130.84486389160156,1122.3777465820312,1167.2884521484375,2019-08-05 13:34:45.437,2019-08-05 13:35:04.446,7,2505.883171081543,5011.766342163086,optxDahu3xng,19.009,125.29415855407714,normal,test,Stress,B,1,normal test
1801,normal_test_Stress_B_1_8,77.7583236694336,130.82857513427734,997.9583740234375,1123.9821166992188,2019-08-05 13:35:07.451,2019-08-05 13:35:26.465,8,2330.527389526367,4661.054779052734,optxDahu3xng,19.014,116.52636947631837,normal,test,Stress,B,1,normal test
1864,normal_test_Stress_B_1_9,77.36205291748047,131.63516998291016,1033.1938781738281,1145.9503784179688,2019-08-05 13:35:29.470,2019-08-05 13:35:48.480,9,2388.1414794921875,4776.282958984375,optxDahu3xng,19.01,119.40707397460938,normal,test,Stress,B,1,normal test
1929,normal_test_Stress_B_1_10,140.48635864257812,69.54985046386719,1234.03076171875,990.2096862792969,2019-08-05 13:35:51.485,2019-08-05 13:36:10.495,10,2434.276657104492,4868.553314208984,optxDahu3xng,19.01,121.71383285522461,normal,test,Stress,B,1,normal test
1993,normal_test_Stress_B_1_11,77.0470199584961,131.9067611694336,992.4435424804688,1136.0975036621094,2019-08-05 13:36:13.499,2019-08-05 13:36:32.513,11,2337.494827270508,4674.989654541016,optxDahu3xng,19.014,116.87474136352539,normal,test,Stress,B,1,normal test
2057,normal_test_Stress_B_1_12,133.04714965820312,65.66433715820312,1167.6264953613281,964.7289428710938,2019-08-05 13:36:35.518,2019-08-05 13:36:53.527,12,2331.066925048828,4662.133850097656,optxDahu3xng,18.009,122.68773289730674,normal,test,Stress,B,1,normal test
2120,normal_test_Stress_B_1_13,133.12232208251953,65.5344467163086,1138.9337158203125,880.5210876464844,2019-08-05 13:36:57.533,2019-08-05 13:37:15.546,13,2218.111572265625,4436.22314453125,optxDahu3xng,18.013,116.74271432976974,normal,test,Stress,B,1,normal test
2182,normal_test_Stress_B_1_14,133.06307220458984,65.83411407470703,1160.277587890625,918.4656982421875,2019-08-05 13:37:19.553,2019-08-05 13:37:37.564,14,2277.6404724121094,4555.280944824219,optxDahu3xng,18.011,119.87581433747944,normal,test,Stress,B,1,normal test
2246,normal_test_Stress_B_1_15,72.99478912353516,124.66600799560547,963.3291015625,1075.7931213378906,2019-08-05 13:37:41.569,2019-08-05 13:37:59.582,15,2236.7830200195312,4473.5660400390625,optxDahu3xng,18.013,117.72542210629112,normal,test,Stress,B,1,normal test
2309,normal_test_Stress_B_1_16,132.9076919555664,65.79523468017578,1163.9449157714844,918.4379577636719,2019-08-05 13:38:03.587,2019-08-05 13:38:21.599,16,2281.0858001708984,4562.171600341797,optxDahu3xng,18.012,120.0571473774157,normal,test,Stress,B,1,normal test
2372,normal_test_Stress_B_1_17,72.91345977783203,125.33574676513672,1015.8844604492188,1089.9908142089844,2019-08-05 13:38:25.604,2019-08-05 13:38:43.613,17,2304.124481201172,4608.248962402344,optxDahu3xng,18.009,121.26970953690379,normal,test,Stress,B,1,normal test
2435,normal_test_Stress_B_1_18,72.82345581054688,125.44901275634766,935.7380676269531,1069.8721618652344,2019-08-05 13:38:47.619,2019-08-05 13:39:05.632,18,2203.882698059082,4407.765396118164,optxDahu3xng,18.013,115.9938262136359,normal,test,Stress,B,1,normal test
2496,normal_test_Stress_B_1_19,139.77391815185547,69.8181381225586,1170.1937866210938,928.4014892578125,2019-08-05 13:39:08.637,2019-08-05 13:39:27.648,19,2308.1873321533203,4616.374664306641,optxDahu3xng,19.011,115.40936660766602,normal,test,Stress,B,1,normal test
2559,normal_test_Stress_B_1_20,76.97882843017578,131.8027114868164,1035.2737121582031,1132.1784057617188,2019-08-05 13:39:30.653,2019-08-05 13:39:49.664,20,2376.233657836914,4752.467315673828,optxDahu3xng,19.011,118.8116828918457,normal,test,Stress,B,1,normal test
2651,optimized_test_Stress_C_32_1,132.48573303222656,69.26573181152344,2242.678497314453,945.2897033691406,2019-08-05 13:45:17.997,2019-08-05 13:45:36.008,1,3389.7196655273438,6779.4393310546875,optxDahu3xng,18.011,178.40629818564966,optimized,test,Stress,C,32,optimized test
2713,optimized_test_Stress_C_32_2,132.38571166992188,69.24531555175781,2247.415008544922,935.7482604980469,2019-08-05 13:45:40.013,2019-08-05 13:45:58.024,2,3384.7942962646484,6769.588592529297,optxDahu3xng,18.011,178.14706822445518,optimized,test,Stress,C,32,optimized test
2774,optimized_test_Stress_C_32_3,139.23456573486328,72.97786712646484,2351.4356689453125,977.4072265625,2019-08-05 13:46:01.028,2019-08-05 13:46:20.037,3,3541.0553283691406,7082.110656738281,optxDahu3xng,19.009,177.05276641845703,optimized,test,Stress,C,32,optimized test
2838,optimized_test_Stress_C_32_4,139.3763656616211,72.7570571899414,2359.987060546875,963.1016845703125,2019-08-05 13:46:23.040,2019-08-05 13:46:42.051,4,3535.22216796875,7070.4443359375,optxDahu3xng,19.011,176.7611083984375,optimized,test,Stress,C,32,optimized test
2902,optimized_test_Stress_C_32_5,139.56070709228516,72.72801208496094,2366.3145446777344,959.9312744140625,2019-08-05 13:46:45.055,2019-08-05 13:47:04.067,5,3538.534538269043,7077.069076538086,optxDahu3xng,19.012,176.92672691345214,optimized,test,Stress,C,32,optimized test
2966,optimized_test_Stress_C_32_6,139.9910125732422,72.55950927734375,2372.2835083007812,959.2665100097656,2019-08-05 13:47:07.071,2019-08-05 13:47:26.082,6,3544.100540161133,7088.201080322266,optxDahu3xng,19.011,177.20502700805665,optimized,test,Stress,C,32,optimized test
3031,optimized_test_Stress_C_32_7,140.08343505859375,72.53182220458984,2375.8339233398438,949.0914916992188,2019-08-05 13:47:29.086,2019-08-05 13:47:48.100,7,3537.540672302246,7075.081344604492,optxDahu3xng,19.014,176.8770336151123,optimized,test,Stress,C,32,optimized test
3094,optimized_test_Stress_C_32_8,140.08966064453125,72.31646728515625,2376.7057495117188,937.9949340820312,2019-08-05 13:47:51.104,2019-08-05 13:48:10.115,8,3527.1068115234375,7054.213623046875,optxDahu3xng,19.011,176.35534057617187,optimized,test,Stress,C,32,optimized test
3159,optimized_test_Stress_C_32_9,139.95951080322266,72.52156829833984,2373.2503051757812,930.5252990722656,2019-08-05 13:48:13.119,2019-08-05 13:48:32.131,9,3516.2566833496094,7032.513366699219,optxDahu3xng,19.012,175.81283416748047,optimized,test,Stress,C,32,optimized test
3222,optimized_test_Stress_C_32_10,132.91224670410156,68.53900909423828,2254.7623901367188,871.814453125,2019-08-05 13:48:35.135,2019-08-05 13:48:53.147,10,3328.0280990600586,6656.056198120117,optxDahu3xng,18.012,175.15937363473992,optimized,test,Stress,C,32,optimized test
3285,optimized_test_Stress_C_32_11,133.1755142211914,68.29171752929688,2255.30712890625,863.6174011230469,2019-08-05 13:48:57.151,2019-08-05 13:49:15.162,11,3320.391761779785,6640.78352355957,optxDahu3xng,18.011,174.75746114630448,optimized,test,Stress,C,32,optimized test
3346,optimized_test_Stress_C_32_12,139.77960205078125,72.78531646728516,2361.0596923828125,903.7793579101562,2019-08-05 13:49:18.166,2019-08-05 13:49:37.175,12,3477.403968811035,6954.80793762207,optxDahu3xng,19.009,173.87019844055175,optimized,test,Stress,C,32,optimized test
3410,optimized_test_Stress_C_32_13,140.41502380371094,72.61537170410156,2372.7518615722656,906.1104736328125,2019-08-05 13:49:40.179,2019-08-05 13:49:59.192,13,3491.8927307128906,6983.785461425781,optxDahu3xng,19.013,174.59463653564453,optimized,test,Stress,C,32,optimized test
3474,optimized_test_Stress_C_32_14,140.6466293334961,72.61241149902344,2375.0022583007812,911.0419616699219,2019-08-05 13:50:02.196,2019-08-05 13:50:21.210,14,3499.3032608032227,6998.606521606445,optxDahu3xng,19.014,174.96516304016114,optimized,test,Stress,C,32,optimized test
3538,optimized_test_Stress_C_32_15,140.8842315673828,72.83138275146484,2378.6459350585938,902.7818908691406,2019-08-05 13:50:24.214,2019-08-05 13:50:43.226,15,3495.143440246582,6990.286880493164,optxDahu3xng,19.012,174.7571720123291,optimized,test,Stress,C,32,optimized test
3602,optimized_test_Stress_C_32_16,133.55931854248047,69.16053771972656,2256.905059814453,851.7854919433594,2019-08-05 13:50:46.230,2019-08-05 13:51:04.241,16,3311.4104080200195,6622.820816040039,optxDahu3xng,18.011,174.28475831684312,optimized,test,Stress,C,32,optimized test
3665,optimized_test_Stress_C_32_17,133.80433654785156,69.2664794921875,2256.5179138183594,853.1410522460938,2019-08-05 13:51:08.245,2019-08-05 13:51:26.257,17,3312.729782104492,6625.459564208984,optxDahu3xng,18.012,174.35419905813117,optimized,test,Stress,C,32,optimized test
3728,optimized_test_Stress_C_32_18,133.94635009765625,68.75,2255.79052734375,847.92529296875,2019-08-05 13:51:30.261,2019-08-05 13:51:48.273,18,3306.4121704101562,6612.8243408203125,optxDahu3xng,18.012,174.0216931794819,optimized,test,Stress,C,32,optimized test
3791,optimized_test_Stress_C_32_19,134.04479217529297,68.99100494384766,2254.5194396972656,849.7385864257812,2019-08-05 13:51:52.277,2019-08-05 13:52:10.288,19,3307.2938232421875,6614.587646484375,optxDahu3xng,18.011,174.06809596011513,optimized,test,Stress,C,32,optimized test
3852,optimized_test_Stress_C_32_20,141.37538146972656,72.7991943359375,2369.7889404296875,893.5853271484375,2019-08-05 13:52:13.293,2019-08-05 13:52:32.304,20,3477.548843383789,6955.097686767578,optxDahu3xng,19.011,173.87744216918946,optimized,test,Stress,C,32,optimized test
3917,optimized_test_Stress_B_1_1,141.86392211914062,72.31388854980469,1374.189697265625,999.9186706542969,2019-08-05 13:52:35.309,2019-08-05 13:52:54.318,1,2588.286178588867,5176.572357177734,optxDahu3xng,19.009,129.41430892944337,optimized,test,Stress,B,1,optimized test
3981,optimized_test_Stress_B_1_2,142.00955200195312,71.99610900878906,1342.4998168945312,1003.9620056152344,2019-08-05 13:52:57.322,2019-08-05 13:53:16.334,2,2560.467483520508,5120.934967041016,optxDahu3xng,19.012,128.02337417602538,optimized,test,Stress,B,1,optimized test
4044,optimized_test_Stress_B_1_3,134.82391357421875,67.82091522216797,1266.3603820800781,951.2839050292969,2019-08-05 13:53:19.338,2019-08-05 13:53:37.349,3,2420.2891159057617,4840.578231811523,optxDahu3xng,18.011,127.38363767925061,optimized,test,Stress,B,1,optimized test
4108,optimized_test_Stress_B_1_4,134.57152557373047,67.97028350830078,1236.3583374023438,952.0563354492188,2019-08-05 13:53:41.354,2019-08-05 13:53:59.364,4,2390.9564819335938,4781.9129638671875,optxDahu3xng,18.01,125.8398148386102,optimized,test,Stress,B,1,optimized test
4171,optimized_test_Stress_B_1_5,134.8424072265625,67.80448150634766,1235.2034912109375,954.0367736816406,2019-08-05 13:54:03.369,2019-08-05 13:54:21.380,5,2391.8871536254883,4783.774307250977,optxDahu3xng,18.011,125.88879755923622,optimized,test,Stress,B,1,optimized test
4232,optimized_test_Stress_B_1_6,141.6872329711914,71.8755874633789,1298.0605773925781,1003.4171142578125,2019-08-05 13:54:24.384,2019-08-05 13:54:43.393,6,2515.040512084961,5030.081024169922,optxDahu3xng,19.009,125.75202560424805,optimized,test,Stress,B,1,optimized test
4296,optimized_test_Stress_B_1_7,141.58557891845703,71.6717758178711,1285.0234680175781,1011.8441467285156,2019-08-05 13:54:46.397,2019-08-05 13:55:05.409,7,2510.124969482422,5020.249938964844,optxDahu3xng,19.012,125.5062484741211,optimized,test,Stress,B,1,optimized test
4360,optimized_test_Stress_B_1_8,141.5654754638672,71.67433166503906,1271.3064880371094,1011.6756591796875,2019-08-05 13:55:08.413,2019-08-05 13:55:27.422,8,2496.221954345703,4992.443908691406,optxDahu3xng,19.009,124.81109771728515,optimized,test,Stress,B,1,optimized test
4424,optimized_test_Stress_B_1_9,134.23482513427734,67.99915313720703,1205.2355346679688,960.1167602539062,2019-08-05 13:55:30.426,2019-08-05 13:55:48.438,9,2367.5862731933594,4735.172546386719,optxDahu3xng,18.012,124.60980385228207,optimized,test,Stress,B,1,optimized test
4487,optimized_test_Stress_B_1_10,134.26158142089844,68.08135986328125,1205.2032775878906,961.3838500976562,2019-08-05 13:55:52.442,2019-08-05 13:56:10.454,10,2368.9300689697266,4737.860137939453,optxDahu3xng,18.012,124.68052994577508,optimized,test,Stress,B,1,optimized test
4548,optimized_test_Stress_B_1_11,140.83995819091797,71.7286148071289,1265.2569885253906,1012.8714904785156,2019-08-05 13:56:13.458,2019-08-05 13:56:32.467,11,2490.697052001953,4981.394104003906,optxDahu3xng,19.009,124.53485260009765,optimized,test,Stress,B,1,optimized test
4612,optimized_test_Stress_B_1_12,140.97967529296875,71.29194641113281,1269.4189758300781,1017.892822265625,2019-08-05 13:56:35.471,2019-08-05 13:56:54.483,12,2499.5834197998047,4999.166839599609,optxDahu3xng,19.012,124.97917098999024,optimized,test,Stress,B,1,optimized test
4676,optimized_test_Stress_B_1_13,140.99356842041016,71.71537780761719,1271.4354858398438,1013.5764770507812,2019-08-05 13:56:57.487,2019-08-05 13:57:16.498,13,2497.7209091186523,4995.441818237305,optxDahu3xng,19.011,124.88604545593262,optimized,test,Stress,B,1,optimized test
4740,optimized_test_Stress_B_1_14,133.3895721435547,67.74427032470703,1204.5497436523438,964.6716918945312,2019-08-05 13:57:19.502,2019-08-05 13:57:37.514,14,2370.3552780151367,4740.710556030273,optxDahu3xng,18.012,124.75554094816509,optimized,test,Stress,B,1,optimized test
4803,optimized_test_Stress_B_1_15,133.47023010253906,68.05496215820312,1204.4232482910156,976.9082946777344,2019-08-05 13:57:41.519,2019-08-05 13:57:59.530,15,2382.856735229492,4765.713470458984,optxDahu3xng,18.011,125.41351238049958,optimized,test,Stress,B,1,optimized test
4864,optimized_test_Stress_B_1_16,140.34001922607422,71.81040954589844,1265.2513427734375,1013.3923950195312,2019-08-05 13:58:02.534,2019-08-05 13:58:21.543,16,2490.7941665649414,4981.588333129883,optxDahu3xng,19.009,124.53970832824707,optimized,test,Stress,B,1,optimized test
4928,optimized_test_Stress_B_1_17,140.53057861328125,71.40480041503906,1267.8010559082031,1013.1499328613281,2019-08-05 13:58:24.548,2019-08-05 13:58:43.560,17,2492.8863677978516,4985.772735595703,optxDahu3xng,19.012,124.64431838989258,optimized,test,Stress,B,1,optimized test
4992,optimized_test_Stress_B_1_18,140.5930404663086,71.8277587890625,1268.9507446289062,1012.1404724121094,2019-08-05 13:58:46.564,2019-08-05 13:59:05.573,18,2493.5120162963867,4987.024032592773,optxDahu3xng,19.009,124.67560081481933,optimized,test,Stress,B,1,optimized test
5056,optimized_test_Stress_B_1_19,133.12257385253906,67.57719421386719,1204.1654663085938,968.5901489257812,2019-08-05 13:59:08.577,2019-08-05 13:59:26.589,19,2373.4553833007812,4746.9107666015625,optxDahu3xng,18.012,124.91870438425164,optimized,test,Stress,B,1,optimized test
